"normDiff","diffNorm","frobNorm"
0.58246120762237,0.231085308511714,0.59475122416537
0.546715820819616,0.281416124816601,0.501835774715972
0.795106865266454,0.544865958975748,0.411438238642254
0.613958042114421,0.288417859787925,0.572411675062819
0.686949052906326,0.214997225685335,0.764761187245107
0.723770723480502,0.398587571783384,0.55008839851156
0.602077721317041,0.289499429556158,0.58740221514523
0.677372227223275,0.197765633363902,0.751894498280134
0.586238421314913,0.0419276249954412,0.761584762785274
0.721097771976237,0.444733095232774,0.538682284442126
1.73479864356974,1.45797105737631,0.252105984056558
0.593313236993413,0.302096894990396,0.528549090888583
0.56281216372001,0.00179745065123837,0.764798879501118
0.662296035188723,0.316945655781971,0.618698855052717
0.642048342244311,0.0783911141773967,0.81675820148305
0.574437581938761,0.134173761366389,0.688034622415377
0.717312012097212,0.318493303621134,0.67466959149377
0.578376703582162,0.246775094014639,0.6052635390908
0.832236515540795,0.566850883987758,0.46593929895171
0.647111800484569,0.276922316826729,0.633179277478555
0.605151108164683,0.0397430371974161,0.798090906882249
0.725107102351899,0.356088603226615,0.646672453122367
0.629842136707021,0.321546446260432,0.56281964581821
0.736194003875647,0.431779859680943,0.51693964002366
0.864623465915554,0.581392139222047,0.447902499439875
0.700158498345108,0.385765085173188,0.582180201018249
0.604359174886832,0.185993127668938,0.665442463987952
0.583708859579029,0.0327375994689627,0.777436655025876
0.611908645338914,0.247539013228523,0.590372647625514
0.650155050901353,0.276599654174615,0.626562856239695
0.570896684709587,0.0743317918624851,0.781736450922553
0.716329717231587,0.39351582243698,0.520850014175756
0.805915550433889,0.477309229469614,0.555841512275637
1.01755564087709,0.794935628208582,0.349252358711697
0.719574874079946,0.427822501263796,0.492287716487653
0.551846071617277,0.129323790399486,0.64839838903239
0.704883124148478,0.219711409066061,0.707113173669237
0.872441601364008,0.612716271094803,0.439887847913973
0.711274548760492,0.0811086485324892,0.82220930085441
0.542435154313194,0.138565431625581,0.636785295198773
0.512071604992505,0.136607274673786,0.623592561471033
0.777058566931705,0.486068455851372,0.480636411688449
0.500568329340068,0.0358743154958137,0.690566109107298
0.625087313350914,0.143326437615409,0.762303987750939
0.58497668996697,0.215669362597647,0.629535914513469
0.768551539377986,0.530023690520409,0.388830036976218
0.619791608126607,0.274336780551358,0.575498196834448
0.593939570458084,0.264541463554079,0.580922711364099
1.25179831092161,0.984832737530976,0.383228667361903
0.688877649602653,0.118639425639225,0.957044106302971
0.681235432237238,0.28619404025929,0.670236786423181
0.755369676776292,0.40713898800442,0.605789805435198
0.626515893769327,0.0452296409210293,0.822734003892148
0.74502603929548,0.459941588333275,0.505076300879999
0.675251903740141,0.337197030969187,0.600609227012298
0.513797954813263,0.157056440438136,0.546052259294215
0.585506005126466,0.274674317362289,0.5737559889932
0.667128183718633,0.136370238204348,0.93471893597809
0.559007705157196,0.192027066172088,0.617464082100046
0.509481944055567,0.0660157585245873,0.716785427594564
0.6173587345216,0.332328006241044,0.488130209974183
0.725600019362852,0.0121713227137268,0.97645284286717
0.802842385715241,0.100060318553047,1.07985708702878
0.929706397294864,0.614685581596216,0.505806601767609
0.678950498482594,0.232624421399056,0.701100760614378
0.616834163784348,0.0225672915860458,0.800758387253025
0.66671299313995,0.302199456001439,0.595193557281766
0.616716607207509,0.278214177966726,0.576715833410249
0.807996070699056,0.524043145456201,0.47481602806767
0.671415427074509,0.285319478197234,0.62792668965223
0.728563130772563,0.403465908327572,0.554117156791487
0.513504075321514,0.153810135260135,0.577277746125709
0.642603475017726,0.403052756785681,0.397963192582335
0.851932427166917,0.512830090547272,0.565357885805899
0.587453653989462,0.0600170969167795,0.722721719881698
0.833798963911253,0.377060922616741,0.724007177997751
0.578264344275014,0.0329999182118259,0.746911874800833
0.749435977987541,0.482531936217701,0.455983905451521
0.746237663226306,0.405660239905633,0.558810049376024
0.441350385958771,0.0825729920053726,0.544153936527656
0.730565157347977,0.395245211305168,0.536526282979779
0.586884402278834,0.229489029532671,0.58072085875072
0.612672071705199,0.14685997885604,0.694306682229025
0.868279197222905,0.59244187075173,0.460360379128903
0.691456571164184,0.375104404938576,0.56515197502783
0.604782504070923,0.285296769638183,0.563349464990165
0.567758712327938,0.0848804130431331,0.722371871859651
0.933902428751436,0.642123417765438,0.446912951963667
0.511289272074816,0.180283393696161,0.55715355205615
0.79407041168016,0.448062880645786,0.581841548328563
0.604549705915347,0.0597905931344991,0.789978674753826
0.573484886822818,0.267195622463021,0.537337344064562
0.506501909217105,0.0878536662493776,0.643695341521106
0.577674298638526,0.13584214957811,0.65822130926265
0.607312715857561,0.00147862415065592,0.828015810634648
0.590461604182978,0.301949931539906,0.525298751302899
0.553462737380945,0.266543656245687,0.524930053401391
0.947182566838145,0.670151098422856,0.474198628366575
0.849999557766801,0.555701434795661,0.479456012769882
1.24160008417393,0.972134963357221,0.349533517218967
