"normDiff","diffNorm","frobNorm"
0.148167740041787,0.0422468887502563,0.177644572408648
0.176819552531512,0.00201115006949415,0.234324356094916
0.364594915679748,0.227988914460766,0.231213535694942
0.24575962498752,0.00336680390970834,0.286899959937026
0.276198991272661,0.0686462199571649,0.368108064098243
0.249933723967164,0.100794437943779,0.236291290084358
0.180428041543988,0.0240487251579944,0.144261399402739
0.308148793470285,0.0944999091209686,0.415445668859933
0.343223186197336,0.176438543835019,0.312020730981302
0.264356301480252,0.200016183362039,0.101005816924701
1.39223261113646,1.16037346310634,0.107572301022628
0.226472284563774,0.0431264284944701,0.242470996261043
0.494730021648351,0.294938908919017,0.0908413286066508
0.227590735509293,0.0315541608306729,0.294415683167246
0.362780408046578,0.183019002952409,0.308784826652156
0.292449777286323,0.107109355812985,0.300090990564695
0.167297130524352,0.039694574802013,0.177349770825931
0.189573189310164,0.0449199856758176,0.165113209059664
0.374047392823913,0.268026310347307,0.161718245610944
0.240385945212919,0.0131531874883997,0.279611602685652
0.517413390961832,0.130917475720199,0.578611234431816
0.160369603619753,0.0738938698398992,0.140490399289269
0.279976575108272,0.0665388046502879,0.140314590724085
0.208069452282077,0.131121201522452,0.0906705318158303
0.563598979451233,0.346005234334237,0.181891641678963
0.187562437754456,0.0610614982074043,0.205749951186024
0.399624485986628,0.0311837810161937,0.533328311051034
0.459781721268626,0.244090489942431,0.25742186962089
0.242828342001528,0.0662934989984965,0.314735581941414
0.169265068214036,0.017508619662516,0.137194527229214
0.546846726916993,0.262464117558052,0.580124053736235
0.294949687946768,0.10401873768431,0.271995764476274
0.30066010022745,0.185658038816374,0.173894940936214
0.748320459576847,0.555109433633687,0.303835890563133
0.285807259629782,0.143754662093466,0.248664031371578
0.466735449369339,0.127687240023332,0.564313445683903
0.353022353209425,0.0365441791215615,0.317727277836647
0.586111418492949,0.39809083292321,0.258218797853153
0.486313928112155,0.185443465610057,0.359261733655912
0.242305515749118,0.11830145394188,0.244129713084604
0.257625973123888,0.107906621505733,0.160343932769609
0.355237996849786,0.166816965353829,0.310533008665986
0.535327728787585,0.29658185003486,0.470865124763593
0.365154753396756,0.131736785485358,0.415777414055287
0.301798000271,0.0520763443611367,0.401557141385937
0.408295822915235,0.277447195476752,0.166477991014005
0.265379420284049,0.00736278887797326,0.305354827596787
0.155598121747051,0.0140573284824661,0.212918217876634
0.934453246919231,0.722665331489903,0.145931863253748
0.617481292145444,0.317738776682213,0.596757131333207
0.173885675325659,0.0114335663883127,0.211542021051168
0.234777426925897,0.112299252598297,0.235320767249036
0.43163880802547,0.220715780649817,0.278277531198209
0.269084961460035,0.174413271721582,0.0993644522701869
0.141951594789986,0.0315491222093109,0.19099917028696
0.382309993373099,0.039715985266257,0.282346331538768
0.233470958094273,0.00152917032099009,0.314897666792359
0.747334647797842,0.359387834646404,0.886192282020119
0.236892444748896,0.0411653638639913,0.31684072652581
0.548026790873337,0.288918698033506,0.503432915882195
0.218222682301188,0.0729940739996102,0.231371071732995
0.404289569551575,0.226581650438839,0.16719021489098
0.682309061680668,0.347609061386986,0.669767555095243
0.537960499837269,0.373918337656495,0.154135127344359
0.359093662209581,0.0158158020980574,0.258580917682748
0.533165790777487,0.194442385978674,0.727165876301806
0.277636820731647,0.0198618945637203,0.17863143865617
0.179475726310378,0.0303033954242933,0.238077460778143
0.408173582271196,0.288292201517059,0.0958817025395663
0.305876872903092,0.0335986429439847,0.401485388311291
0.236392997371378,0.119992473910774,0.200687833257516
0.33249441460874,0.0923949847996146,0.399458000643487
0.300229813931132,0.180258445208507,0.185143400682458
0.365953738567103,0.158873863517952,0.248132347291966
0.459661309384384,0.122980314707894,0.424783140678988
0.39660873033608,0.133548940159222,0.354950328051727
0.401156108408144,0.235791473996394,0.195372510198753
0.285134405355433,0.178723777034755,0.134634148530537
0.338039729899578,0.085754364883132,0.236878346529185
0.36038852266699,0.151873968302761,0.414878228768902
0.249706661883709,0.13678443761129,0.0918116254477223
0.279751415731651,0.077535845498319,0.299217603733799
0.317990640188819,0.137150172621886,0.25314953356376
0.436872978676451,0.288186445375977,0.184917622219897
0.201847082235373,0.0796451811224639,0.202543533470204
0.22516129171143,0.052626392978224,0.163797318861433
0.39859102233912,0.11116268956971,0.372297136435596
0.511608071382301,0.346954046914109,0.131693719398684
0.186994883093786,0.0280263615502039,0.223482746584818
0.357743261065882,0.186363135919059,0.318102297225388
0.495648069140108,0.245045091105975,0.47205226093618
0.251444333632172,0.0403282178151225,0.305713725251229
0.299450701639454,0.169372887267773,0.172935508188712
0.355801703057279,0.123668860945196,0.233221735725754
0.577465606294593,0.277414931206,0.467436364424976
0.29630472476679,0.114688802197602,0.330429357061894
0.215927805928963,0.0233714514704122,0.268724981732714
0.500067067431131,0.373780969508259,0.137822400750529
0.426694551443278,0.287821131139588,0.106162550491868
0.7268735443088,0.566118733611899,0.137562594721391
